                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8984,                  3.398,                 1.5322,                0.01518,                0.72291,                0.03815,                0.01579,                 1.3439,                  3.176,                 1.2929,                  2e-05,                  2e-05,                  2e-05
                      2,                 1.5563,                 3.3624,                  1.537,                0.01519,                0.72953,                0.04386,                0.01909,                 1.3168,                 3.1658,                 1.2755,               4.02e-05,               4.02e-05,               4.02e-05
