                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.2009,                 3.6568,                 1.5365,                0.00638,                0.08352,                0.01857,                0.00713,                 2.2948,                 3.9483,                  1.412,                0.00031,                0.00031,                0.00031
